0,7.42433
1,3.83139
2,2.24964
3,1.14378
4,1.03069
5,0.522332
6,0.398205
7,0.331424
8,0.276308
9,0.233612
10,0.199588
11,0.172202
12,0.149918
13,0.131591
14,0.116362
15,0.103587
16,0.0927758
17,0.0835514
18,0.0756226
19,0.0687602
20,0.0627833
21,0.057547
22,0.0529351
23,0.0488525
24,0.0452221
25,0.0419799
26,0.0390724
27,0.0364556
28,0.034092
29,0.03195
30,0.0300033
31,0.0282285
32,0.0266061
33,0.0251194
34,0.0237535
35,0.0224957
36,0.0213351
37,0.0202619
38,0.0192675
39,0.0183443
40,0.0174858
41,0.0166861
42,0.0159399
43,0.0152425
44,0.01459
45,0.0139784
46,0.0134041
47,0.0128648
48,0.0123573
49,0.0118792
50,0.0114282
51,0.0110023
52,0.0106
53,0.0102193
54,0.0098586
55,0.00951668
56,0.00919233
57,0.00888406
58,0.00859124
59,0.00831257
60,0.008047
61,0.00779437
62,0.00755326
63,0.00732303
64,0.0071031
65,0.00689322
66,0.00669244
67,0.00650027
68,0.00631623
69,0.00613989
70,0.00597082
71,0.00580862
72,0.00565294
73,0.0055034
74,0.00535968
75,0.00522145
76,0.00508872
77,0.00496101
78,0.00483798
79,0.00471937
80,0.00460492
81,0.00449491
82,0.00438877
83,0.00428615
84,0.00418704
85,0.00409165
86,0.00399924
87,0.00390984
88,0.00382373
89,0.00374011
90,0.00365938
91,0.00358125
92,0.00350532
93,0.00343222
94,0.00336093
95,0.00329226
96,0.00322534
97,0.00316069
98,0.00309775
99,0.00303685
100,0.00297756
101,0.00292017
102,0.00286419
103,0.00281009
104,0.00275712
105,0.00270611
106,0.00265605
107,0.00260777
108,0.00256053
109,0.00251462
110,0.00247005
111,0.00242626
112,0.0023842
113,0.00234286
114,0.00230261
115,0.00226359
116,0.00222522
117,0.00218811
118,0.00215188
119,0.00211624
120,0.00208191
121,0.00204824
122,0.00201512
123,0.00198323
124,0.00195193
125,0.00192112
126,0.00189137
127,0.00186226
128,0.00183359
129,0.0018057
130,0.00177861
131,0.00175192
132,0.00172565
133,0.00170043
134,0.00167557
135,0.00165109
136,0.00162719
137,0.00160404
138,0.00158122
139,0.00155873
140,0.00153686
141,0.0015156
142,0.00149464
143,0.00147396
144,0.00145381
145,0.00143426
146,0.00141498
147,0.00139596
148,0.00137724
149,0.00135926
150,0.00134152
151,0.00132401
152,0.00130672
153,0.00128992
154,0.00127359
155,0.00125746
156,0.00124154
157,0.00122582
158,0.00121059
159,0.00119574
160,0.00118107
161,0.00116657
162,0.00115226
163,0.0011383
164,0.00112478
165,0.00111142
166,0.00109822
167,0.00108517
168,0.00107228
169,0.0010599
170,0.00104773
171,0.00103569
172,0.00102379
173,0.00101203
174,0.00100041
175,0.000989269
176,0.000978293
177,0.00096744
178,0.000956707
179,0.000946092
180,0.000935594
181,0.000925406
182,0.000915501
