0,0
0.000628319,1.37337e-11
0.00125664,2.72342e-11
0.00188496,4.05002e-11
0.00251327,5.35376e-11
0.00314159,6.63725e-11
0.00376991,7.89451e-11
0.00439823,9.13184e-11
0.00502655,1.0347e-10
0.00565487,1.15408e-10
0.00628319,1.27095e-10
0.0069115,1.38625e-10
0.00753982,1.49923e-10
0.00816814,1.60981e-10
0.00879646,1.71844e-10
0.00942478,1.82514e-10
0.0100531,1.92997e-10
0.0106814,2.03288e-10
0.0113097,2.13351e-10
0.0119381,2.23194e-10
0.0125664,2.32887e-10
0.0131947,2.42329e-10
0.013823,2.51619e-10
0.0144513,2.60738e-10
0.0150796,2.69674e-10
0.015708,2.78426e-10
0.0163363,2.8695e-10
0.0169646,2.95281e-10
0.0175929,3.03513e-10
0.0182212,3.11609e-10
0.0188496,3.19374e-10
0.0194779,3.27048e-10
0.0201062,3.34498e-10
0.0207345,3.41847e-10
0.0213628,3.48962e-10
0.0219911,3.56072e-10
0.0226195,3.62793e-10
0.0232478,3.6956e-10
0.0238761,3.76004e-10
0.0245044,3.82403e-10
0.0251327,3.88639e-10
0.0257611,3.94639e-10
0.0263894,4.00389e-10
0.0270177,4.06159e-10
0.027646,4.11759e-10
0.0282743,4.17232e-10
0.0289027,4.22565e-10
0.029531,4.27768e-10
0.0301593,4.32827e-10
0.0307876,4.37543e-10
0.0314159,4.423e-10
0.0320442,4.46823e-10
0.0326726,4.51349e-10
0.0333009,4.55659e-10
0.0339292,4.59699e-10
0.0345575,4.6372e-10
0.0351858,4.67713e-10
0.0358142,4.7158e-10
0.0364425,4.75399e-10
0.0370708,4.78696e-10
0.0376991,4.82217e-10
0.0383274,4.85481e-10
0.0389557,4.88661e-10
0.0395841,4.9183e-10
0.0402124,4.94704e-10
0.0408407,4.97584e-10
0.041469,5.00151e-10
0.0420973,5.02669e-10
0.0427257,5.05301e-10
0.043354,5.07752e-10
0.0439823,5.09863e-10
0.0446106,5.11836e-10
0.0452389,5.1417e-10
0.0458673,5.16192e-10
0.0464956,5.17671e-10
0.0471239,5.19521e-10
0.0477522,5.21147e-10
0.0483805,5.22677e-10
